sqft,bedrooms,bathrooms,location,price
2350,5,3,Karachi,26370000
3713,6,4,Rawalpindi,35710000
1686,4,2,Islamabad,24370000
1098,1,1,Gujranwala,6680000
557,3,2,Islamabad,9140000
1564,4,3,Rawalpindi,14370000
1223,3,4,Karachi,16510000
1449,3,2,Peshawar,11440000
907,3,4,Rawalpindi,9980000
2433,5,3,Islamabad,34410000
2449,5,3,Peshawar,21270000
2358,4,4,Multan,17810000
3774,6,5,Rawalpindi,34880000
7372,6,6,Rawalpindi,61980000
8958,7,6,Faisalabad,64580000
2147,4,2,Lahore,25270000
783,2,2,Gujranwala,5350000
4381,5,5,Lahore,53060000
913,3,3,Rawalpindi,9080000
2490,5,3,Rawalpindi,24440000
2539,5,5,Karachi,33210000
2517,5,4,Karachi,28720000
1232,3,4,Peshawar,12270000
1382,2,3,Lahore,18100000
1935,4,2,Islamabad,26380000
2147,4,3,Lahore,27350000
788,3,1,Peshawar,6910000
1572,3,2,Faisalabad,11840000
5620,5,5,Lahore,58650000
2327,5,5,Lahore,30230000
1555,2,2,Multan,10010000
1023,4,3,Faisalabad,8340000
1295,4,3,Multan,10610000
6342,5,5,Karachi,59900000
1429,3,3,Karachi,17450000
1457,2,3,Rawalpindi,12650000
1591,4,4,Islamabad,23390000
2598,6,5,Karachi,31590000
823,2,3,Faisalabad,7320000
903,3,3,Karachi,10580000
1526,3,3,Lahore,18540000
2695,5,4,Islamabad,37220000
2324,5,2,Peshawar,19510000
1494,3,3,Gujranwala,11360000
1469,2,3,Lahore,15550000
1391,3,3,Lahore,15700000
973,2,1,Lahore,12050000
1350,3,3,Faisalabad,11490000
1004,4,3,Faisalabad,8340000
1169,3,3,Lahore,13890000
996,2,2,Islamabad,14340000
2512,5,4,Islamabad,34920000
1307,3,3,Karachi,15080000
5009,4,5,Faisalabad,33830000
2579,5,3,Lahore,32070000
1455,4,4,Lahore,17470000
1215,4,3,Peshawar,11770000
1098,3,1,Peshawar,9190000
1157,1,1,Multan,7510000
1425,4,3,Peshawar,12280000
941,2,3,Islamabad,14890000
864,2,3,Karachi,10940000
1642,4,3,Multan,13550000
2009,5,3,Multan,15170000
1088,2,2,Faisalabad,8410000
2904,5,4,Peshawar,22790000
2104,6,3,Karachi,22850000
2490,3,3,Gujranwala,14440000
1236,3,2,Gujranwala,9460000
8019,6,6,Karachi,82480000
1780,4,3,Rawalpindi,17110000
6118,6,6,Gujranwala,34380000
812,2,2,Lahore,9380000
4205,5,4,Islamabad,56960000
1710,4,3,Gujranwala,12280000
1656,5,3,Rawalpindi,16530000
5161,6,6,Islamabad,69810000
791,2,4,Islamabad,10950000
1060,4,2,Lahore,14270000
1523,4,3,Islamabad,21410000
862,1,1,Multan,5620000
1099,3,3,Karachi,12630000
1956,5,2,Islamabad,28310000
2086,3,4,Gujranwala,16040000
1159,2,2,Rawalpindi,11430000
2111,4,3,Karachi,23070000
2638,4,4,Lahore,31450000
2474,5,5,Gujranwala,15600000
1965,4,4,Peshawar,16430000
2502,6,3,Karachi,30330000
8730,6,6,Peshawar,61820000
1729,4,3,Faisalabad,14630000
1123,3,2,Rawalpindi,11810000
1937,4,4,Rawalpindi,18640000
1454,3,3,Rawalpindi,14160000
7373,6,5,Faisalabad,54080000
5285,5,5,Lahore,55380000
839,4,4,Islamabad,13110000
5197,5,5,Karachi,54440000
717,2,1,Karachi,7460000
3207,4,4,Rawalpindi,29420000
2337,4,3,Gujranwala,15790000
784,2,3,Multan,6740000
4450,5,5,Faisalabad,33870000
1362,4,3,Lahore,18920000
1436,5,3,Islamabad,18130000
3353,4,3,Multan,22290000
1865,3,3,Islamabad,25840000
3461,5,4,Lahore,33580000
3476,5,4,Islamabad,48590000
7677,6,5,Lahore,89440000
995,2,3,Karachi,12790000
2867,6,5,Lahore,34990000
1824,3,2,Karachi,19830000
1056,3,4,Karachi,14010000
851,2,2,Lahore,9960000
907,3,3,Rawalpindi,9810000
1212,3,2,Lahore,14990000
1673,3,3,Karachi,20910000
4291,5,5,Karachi,47560000
1903,4,3,Islamabad,26610000
1483,2,3,Faisalabad,11460000
2920,5,4,Gujranwala,17220000
1634,4,2,Lahore,20310000
1581,3,2,Faisalabad,11820000
2010,4,4,Islamabad,28280000
4937,4,5,Islamabad,64730000
6915,6,6,Peshawar,57600000
1425,4,4,Islamabad,18880000
686,1,2,Islamabad,8940000
1293,4,4,Karachi,16650000
700,2,1,Lahore,8270000
1047,2,4,Karachi,12840000
1066,2,2,Rawalpindi,10730000
947,3,4,Multan,7950000
2855,6,5,Faisalabad,23080000
1228,4,3,Gujranwala,10440000
611,3,3,Multan,6200000
726,2,2,Lahore,8980000
7991,6,6,Rawalpindi,71340000
1302,3,3,Lahore,15990000
3511,6,4,Islamabad,48130000
1604,3,2,Karachi,16980000
2528,4,2,Islamabad,32320000
4791,5,5,Karachi,49510000
5128,5,5,Islamabad,70010000
1749,2,3,Peshawar,12640000
1185,4,4,Islamabad,18180000
2592,6,3,Rawalpindi,24780000
2139,4,3,Lahore,22860000
1451,3,2,Rawalpindi,12430000
1388,3,3,Lahore,15910000
1253,2,2,Faisalabad,8730000
1984,4,4,Peshawar,16080000
3162,6,4,Rawalpindi,29020000
1038,2,1,Rawalpindi,9700000
